# A2,A3,p2,p3,max
1.25000,1.50000,0.20000,0.20000,3.58947
1.25000,1.50000,0.20000,0.40000,3.10298
1.25000,1.50000,0.20000,0.60000,3.54630
1.25000,1.50000,0.20000,0.80000,2.96112
1.25000,1.50000,0.40000,0.00000,2.94724
1.25000,1.50000,0.40000,0.20000,3.72696
1.25000,1.50000,0.40000,0.40000,2.68888
1.25000,1.50000,0.40000,0.60000,3.23921
1.25000,1.50000,0.40000,0.80000,3.50367
1.25000,1.50000,0.60000,0.00000,2.94724
1.25000,1.50000,0.60000,0.20000,3.50367
1.25000,1.50000,0.60000,0.40000,3.23921
1.25000,1.50000,0.60000,0.60000,2.68888
1.25000,1.50000,0.60000,0.80000,3.72696
1.25000,1.50000,0.80000,0.00000,3.25280
1.25000,1.50000,0.80000,0.20000,2.96112
1.25000,1.50000,0.80000,0.40000,3.54630
1.25000,1.50000,0.80000,0.60000,3.10298
1.25000,1.50000,0.80000,0.80000,3.58947
1.25000,1.75000,0.00000,0.00000,3.44100
1.25000,1.75000,0.00000,0.20000,3.35036
1.25000,1.75000,0.00000,0.40000,3.74864
1.25000,1.75000,0.00000,0.60000,3.74864
1.25000,1.75000,0.00000,0.80000,3.35036
1.25000,1.75000,0.20000,0.00000,3.50177
1.25000,1.75000,0.20000,0.20000,3.83641
1.25000,1.75000,0.20000,0.40000,3.34623
1.25000,1.75000,0.20000,0.60000,3.79120
1.25000,1.75000,0.20000,0.80000,3.18368
1.25000,1.75000,0.40000,0.00000,3.19519
1.25000,1.75000,0.40000,0.20000,3.97637
1.25000,1.75000,0.40000,0.40000,2.93868
1.25000,1.75000,0.40000,0.60000,3.46708
1.25000,1.75000,0.40000,0.80000,3.74317
1.25000,1.75000,0.60000,0.00000,3.19519
1.25000,1.75000,0.60000,0.20000,3.74317
1.25000,1.75000,0.60000,0.40000,3.46708
1.25000,1.75000,0.60000,0.60000,2.93868
1.25000,1.75000,0.60000,0.80000,3.97637
1.25000,1.75000,0.80000,0.00000,3.50177
1.25000,1.75000,0.80000,0.20000,3.18368
1.25000,1.75000,0.80000,0.40000,3.79120
1.25000,1.75000,0.80000,0.60000,3.34623
1.25000,1.75000,0.80000,0.80000,3.83641
1.50000,0.50000,0.00000,0.00000,2.56692
1.50000,0.50000,0.00000,0.20000,2.46156
1.50000,0.50000,0.00000,0.40000,2.74081
1.50000,0.50000,0.00000,0.60000,2.74081
1.50000,0.50000,0.00000,0.80000,2.46156
1.50000,0.50000,0.20000,0.00000,2.50572
1.50000,0.50000,0.20000,0.20000,2.85426
1.50000,0.50000,0.20000,0.40000,2.37350
1.50000,0.50000,0.20000,0.60000,2.83887
1.50000,0.50000,0.20000,0.80000,2.43288
1.50000,0.50000,0.40000,0.00000,2.18207
1.50000,0.50000,0.40000,0.20000,2.98180
1.50000,0.50000,0.40000,0.40000,2.29445
1.50000,0.50000,0.40000,0.60000,2.67156
1.50000,0.50000,0.40000,0.80000,2.83119
1.50000,0.50000,0.60000,0.00000,2.18207
1.50000,0.50000,0.60000,0.20000,2.83119
1.50000,0.50000,0.60000,0.40000,2.67156
1.50000,0.50000,0.60000,0.60000,2.29445
1.50000,0.50000,0.60000,0.80000,2.98180
1.50000,0.50000,0.80000,0.00000,2.50572
1.50000,0.50000,0.80000,0.20000,2.43288
1.50000,0.50000,0.80000,0.40000,2.83887
1.50000,0.50000,0.80000,0.60000,2.37350
1.50000,0.50000,0.80000,0.80000,2.85426
1.50000,0.75000,0.00000,0.00000,2.77058
1.50000,0.75000,0.00000,0.20000,2.63861
1.50000,0.75000,0.00000,0.40000,2.98993
1.50000,0.75000,0.00000,0.60000,2.98993
1.50000,0.75000,0.00000,0.80000,2.63861
1.50000,0.75000,0.20000,0.00000,2.75334
1.50000,0.75000,0.20000,0.20000,3.09116
1.50000,0.75000,0.20000,0.40000,2.58894
1.50000,0.75000,0.20000,0.60000,3.07163
1.50000,0.75000,0.20000,0.80000,2.55044
1.50000,0.75000,0.40000,0.00000,2.41956
1.50000,0.75000,0.40000,0.20000,3.22985
1.50000,0.75000,0.40000,0.40000,2.32501
1.50000,0.75000,0.40000,0.60000,2.83424
1.50000,0.75000,0.40000,0.80000,3.03973
1.50000,0.75000,0.60000,0.00000,2.41956
1.50000,0.75000,0.60000,0.20000,3.03973
1.50000,0.75000,0.60000,0.40000,2.83424
1.50000,0.75000,0.60000,0.60000,2.32501
1.50000,0.75000,0.60000,0.80000,3.22985
1.50000,0.75000,0.80000,0.00000,2.75334
1.50000,0.75000,0.80000,0.20000,2.55044
1.50000,0.75000,0.80000,0.40000,3.07163
1.50000,0.75000,0.80000,0.60000,2.58894
1.50000,0.75000,0.80000,0.80000,3.09116
1.50000,1.00000,0.00000,0.00000,2.98760
1.50000,1.00000,0.00000,0.20000,2.83832
1.50000,1.00000,0.00000,0.40000,3.23931
1.50000,1.00000,0.00000,0.60000,3.23931
1.50000,1.00000,0.00000,0.80000,2.83832
1.50000,1.00000,0.20000,0.00000,3.00166
1.50000,1.00000,0.20000,0.20000,3.33183
1.50000,1.00000,0.20000,0.40000,2.81507
1.50000,1.00000,0.20000,0.60000,3.30928
1.50000,1.00000,0.20000,0.80000,2.70957
1.50000,1.00000,0.40000,0.00000,2.66092
1.50000,1.00000,0.40000,0.20000,3.47845
1.50000,1.00000,0.40000,0.40000,2.42547
1.50000,1.00000,0.40000,0.60000,3.02237
1.50000,1.00000,0.40000,0.80000,3.26023
1.50000,1.00000,0.60000,0.00000,2.66092
1.50000,1.00000,0.60000,0.20000,3.26023
1.50000,1.00000,0.60000,0.40000,3.02237
1.50000,1.00000,0.60000,0.60000,2.42547
1.50000,1.00000,0.60000,0.80000,3.47845
1.50000,1.00000,0.80000,0.00000,3.00166
1.50000,1.00000,0.80000,0.20000,2.70957
1.50000,1.00000,0.80000,0.40000,3.30928
1.50000,1.00000,0.80000,0.60000,2.81507
1.50000,1.00000,0.80000,0.80000,3.33183
1.50000,1.25000,0.00000,0.00000,3.21304
1.50000,1.25000,0.00000,0.20000,3.05199
1.50000,1.25000,0.00000,0.40000,3.48884
1.50000,1.25000,0.00000,0.60000,3.48884
1.50000,1.25000,0.00000,0.80000,3.05199
1.50000,1.25000,0.20000,0.00000,3.25040
1.50000,1.25000,0.20000,0.20000,3.57486
1.50000,1.25000,0.20000,0.40000,3.04770
1.50000,1.25000,0.20000,0.60000,3.55002
1.50000,1.25000,0.20000,0.80000,2.89478
1.50000,1.25000,0.40000,0.00000,2.90461
1.50000,1.25000,0.40000,0.20000,3.72740
1.50000,1.25000,0.40000,0.40000,2.66127
1.50000,1.25000,0.40000,0.60000,3.22675
1.50000,1.25000,0.40000,0.80000,3.48828
1.50000,1.25000,0.60000,0.00000,2.90461
1.50000,1.25000,0.60000,0.20000,3.48828
1.50000,1.25000,0.60000,0.40000,3.22675
1.50000,1.25000,0.60000,0.60000,2.66127
1.50000,1.25000,0.60000,0.80000,3.72740
1.50000,1.25000,0.80000,0.00000,3.25040
1.50000,1.25000,0.80000,0.20000,2.89478
1.50000,1.25000,0.80000,0.40000,3.55002
1.50000,1.25000,0.80000,0.60000,3.04770
1.50000,1.25000,0.80000,0.80000,3.57486
1.50000,1.50000,0.00000,0.00000,3.44408
1.50000,1.50000,0.00000,0.20000,3.27465
1.50000,1.50000,0.00000,0.40000,3.73848
1.50000,1.50000,0.00000,0.60000,3.73848
1.50000,1.50000,0.00000,0.80000,3.27465
1.50000,1.50000,0.20000,0.00000,3.49943
1.50000,1.50000,0.20000,0.20000,3.81945
1.50000,1.50000,0.20000,0.40000,3.28452
1.50000,1.50000,0.20000,0.60000,3.79281
1.50000,1.50000,0.20000,0.80000,3.09673
1.50000,1.50000,0.40000,0.00000,3.14981
1.50000,1.50000,0.40000,0.20000,3.97658
1.50000,1.50000,0.40000,0.40000,2.91035
1.50000,1.50000,0.40000,0.60000,3.44190
1.50000,1.50000,0.40000,0.80000,3.72135
1.50000,1.50000,0.60000,0.00000,3.14981
1.50000,1.50000,0.60000,0.20000,3.72135
1.50000,1.50000,0.60000,0.40000,3.44190
1.50000,1.50000,0.60000,0.60000,2.91035
1.50000,1.50000,0.60000,0.80000,3.97658
1.50000,1.50000,0.80000,0.00000,3.49943
1.50000,1.50000,0.80000,0.20000,3.09673
1.50000,1.50000,0.80000,0.40000,3.79281
1.50000,1.50000,0.80000,0.60000,3.28452
1.50000,1.50000,0.80000,0.80000,3.81945
1.50000,1.75000,0.00000,0.00000,3.67902
1.50000,1.75000,0.00000,0.20000,3.50341
1.50000,1.75000,0.00000,0.40000,3.98819
1.50000,1.75000,0.00000,0.60000,3.98819
1.50000,1.75000,0.00000,0.80000,3.50341
1.50000,1.75000,0.20000,0.00000,3.74865
1.50000,1.75000,0.20000,0.20000,4.06514
1.50000,1.75000,0.20000,0.40000,3.52421
1.50000,1.75000,0.20000,0.60000,4.03706
1.50000,1.75000,0.20000,0.80000,3.30987
1.50000,1.75000,0.40000,0.00000,3.39603
1.50000,1.75000,0.40000,0.20000,4.22592
1.50000,1.75000,0.40000,0.40000,3.15963
1.50000,1.75000,0.40000,0.60000,3.66449
1.50000,1.75000,0.40000,0.80000,3.95792
1.50000,1.75000,0.60000,0.00000,3.39603
1.50000,1.75000,0.60000,0.20000,3.95792
1.50000,1.75000,0.60000,0.40000,3.66449
1.50000,1.75000,0.60000,0.60000,3.15963
1.50000,1.75000,0.60000,0.80000,4.22592
1.50000,1.75000,0.80000,0.00000,3.74865
1.50000,1.75000,0.80000,0.20000,3.30987
1.50000,1.75000,0.80000,0.40000,4.03706
1.50000,1.75000,0.80000,0.60000,3.52421
1.50000,1.75000,0.80000,0.80000,4.06514
1.75000,0.50000,0.00000,0.00000,2.81635
1.75000,0.50000,0.00000,0.20000,2.67553
1.75000,0.50000,0.00000,0.40000,2.98352
1.75000,0.50000,0.00000,0.60000,2.98352
1.75000,0.50000,0.00000,0.80000,2.67553
1.75000,0.50000,0.20000,0.00000,2.75089
1.75000,0.50000,0.20000,0.20000,3.09495
1.75000,0.50000,0.20000,0.40000,2.58994
1.75000,0.50000,0.20000,0.60000,3.08867
1.75000,0.50000,0.20000,0.80000,2.64899
1.75000,0.50000,0.40000,0.00000,2.40427
1.75000,0.50000,0.40000,0.20000,3.23178
1.75000,0.50000,0.40000,0.40000,2.51912
1.75000,0.50000,0.40000,0.60000,2.91083
1.75000,0.50000,0.40000,0.80000,3.07063
1.75000,0.50000,0.60000,0.00000,2.40427
1.75000,0.50000,0.60000,0.20000,3.07063
1.75000,0.50000,0.60000,0.40000,2.91083
1.75000,0.50000,0.60000,0.60000,2.51912
1.75000,0.50000,0.60000,0.80000,3.23178
1.75000,0.50000,0.80000,0.00000,2.75089
1.75000,0.50000,0.80000,0.20000,2.64899
1.75000,0.50000,0.80000,0.40000,3.08867
1.75000,0.50000,0.80000,0.60000,2.58994
1.75000,0.50000,0.80000,0.80000,3.09495
1.75000,0.75000,0.00000,0.00000,3.01804
1.75000,0.75000,0.00000,0.20000,2.83712
1.75000,0.75000,0.00000,0.40000,3.23192
1.75000,0.75000,0.00000,0.60000,3.23192
1.75000,0.75000,0.00000,0.80000,2.83712
1.75000,0.75000,0.20000,0.00000,2.99923
1.75000,0.75000,0.20000,0.20000,3.32891
1.75000,0.75000,0.20000,0.40000,2.79551
1.75000,0.75000,0.20000,0.60000,3.32075
1.75000,0.75000,0.20000,0.80000,2.74452
1.75000,0.75000,0.40000,0.00000,2.63635
1.75000,0.75000,0.40000,0.20000,3.47976
1.75000,0.75000,0.40000,0.40000,2.52080
1.75000,0.75000,0.40000,0.60000,3.06413
1.75000,0.75000,0.40000,0.80000,3.27332
1.75000,0.75000,0.60000,0.00000,2.63635
1.75000,0.75000,0.60000,0.20000,3.27332
1.75000,0.75000,0.60000,0.40000,3.06413
1.75000,0.75000,0.60000,0.60000,2.52080
1.75000,0.75000,0.60000,0.80000,3.47976
1.75000,0.75000,0.80000,0.00000,2.99923
1.75000,0.75000,0.80000,0.20000,2.74452
1.75000,0.75000,0.80000,0.40000,3.32075
1.75000,0.75000,0.80000,0.60000,2.79551
1.75000,0.75000,0.80000,0.80000,3.32891
1.75000,1.00000,0.00000,0.00000,3.23274
1.75000,1.00000,0.00000,0.20000,3.02417
1.75000,1.00000,0.00000,0.40000,3.48076
1.75000,1.00000,0.00000,0.60000,3.48076
1.75000,1.00000,0.00000,0.80000,3.02417
1.75000,1.00000,0.20000,0.00000,3.24802
1.75000,1.00000,0.20000,0.20000,3.56720
1.75000,1.00000,0.20000,0.40000,3.01390
1.75000,1.00000,0.20000,0.60000,3.55761
1.75000,1.00000,0.20000,0.80000,2.88437
1.75000,1.00000,0.40000,0.00000,2.87361
1.75000,1.00000,0.40000,0.20000,3.72827
1.75000,1.00000,0.40000,0.40000,2.63879
1.75000,1.00000,0.40000,0.60000,3.24357
1.75000,1.00000,0.40000,0.80000,3.48876
1.75000,1.00000,0.60000,0.00000,2.87361
1.75000,1.00000,0.60000,0.20000,3.48876
1.75000,1.00000,0.60000,0.40000,3.24357
1.75000,1.00000,0.60000,0.60000,2.63879
1.75000,1.00000,0.60000,0.80000,3.72827
1.75000,1.00000,0.80000,0.00000,3.24802
1.75000,1.00000,0.80000,0.20000,2.88437
1.75000,1.00000,0.80000,0.40000,3.55761
1.75000,1.00000,0.80000,0.60000,3.01390
1.75000,1.00000,0.80000,0.80000,3.56720
1.75000,1.25000,0.00000,0.00000,3.45595
1.75000,1.25000,0.00000,0.20000,3.22769
1.75000,1.25000,0.00000,0.40000,3.72987
1.75000,1.25000,0.00000,0.60000,3.72987
1.75000,1.25000,0.00000,0.80000,3.22769
1.75000,1.25000,0.20000,0.00000,3.49710
1.75000,1.25000,0.20000,0.20000,3.80829
1.75000,1.25000,0.20000,0.40000,3.24042
1.75000,1.25000,0.20000,0.60000,3.79757
1.75000,1.25000,0.20000,0.80000,3.05388
1.75000,1.25000,0.40000,0.00000,3.11412
1.75000,1.25000,0.40000,0.20000,3.97714
1.75000,1.25000,0.40000,0.40000,2.88640
1.75000,1.25000,0.40000,0.60000,3.44043
1.75000,1.25000,0.40000,0.80000,3.71256
1.75000,1.25000,0.60000,0.00000,3.11412
1.75000,1.25000,0.60000,0.20000,3.71256
1.75000,1.25000,0.60000,0.40000,3.44043
1.75000,1.25000,0.60000,0.60000,2.88640
1.75000,1.25000,0.60000,0.80000,3.97714
1.75000,1.25000,0.80000,0.00000,3.49710
1.75000,1.25000,0.80000,0.20000,3.05388
1.75000,1.25000,0.80000,0.40000,3.79757
1.75000,1.25000,0.80000,0.60000,3.24042
1.75000,1.25000,0.80000,0.80000,3.80829
1.75000,1.50000,0.00000,0.00000,3.68496
1.75000,1.50000,0.00000,0.20000,3.44220
1.75000,1.50000,0.00000,0.40000,3.97917
1.75000,1.50000,0.00000,0.60000,3.97917
1.75000,1.50000,0.00000,0.80000,3.44220
1.75000,1.50000,0.20000,0.00000,3.74638
1.75000,1.50000,0.20000,0.20000,4.05130
1.75000,1.50000,0.20000,0.40000,3.47236
1.75000,1.50000,0.20000,0.60000,4.03966
1.75000,1.50000,0.20000,0.80000,3.24324
1.75000,1.50000,0.40000,0.00000,3.35680
1.75000,1.50000,0.40000,0.20000,4.22624
1.75000,1.50000,0.40000,0.40000,3.13454
1.75000,1.50000,0.40000,0.60000,3.64922
1.75000,1.50000,0.40000,0.80000,3.94207
1.75000,1.50000,0.60000,0.00000,3.35680
1.75000,1.50000,0.60000,0.20000,3.94207
1.75000,1.50000,0.60000,0.40000,3.64922
1.75000,1.50000,0.60000,0.60000,3.13454
1.75000,1.50000,0.60000,0.80000,4.22624
1.75000,1.50000,0.80000,0.00000,3.74638
1.75000,1.50000,0.80000,0.20000,3.24324
1.75000,1.50000,0.80000,0.40000,4.03966
1.75000,1.50000,0.80000,0.60000,3.47236
1.75000,1.50000,0.80000,0.80000,4.05130
1.75000,1.75000,0.00000,0.00000,3.91810
1.75000,1.75000,0.00000,0.20000,3.66432
1.75000,1.75000,0.00000,0.40000,4.22861
1.75000,1.75000,0.00000,0.60000,4.22861
1.75000,1.75000,0.00000,0.80000,3.66432
1.75000,1.75000,0.20000,0.00000,3.99580
1.75000,1.75000,0.20000,0.20000,4.29566
1.75000,1.75000,0.20000,0.40000,3.70806
1.75000,1.75000,0.20000,0.60000,4.28327
1.75000,1.75000,0.20000,0.80000,3.44621
1.75000,1.75000,0.40000,0.00000,3.60097
1.75000,1.75000,0.40000,0.20000,4.47551
1.75000,1.75000,0.40000,0.40000,3.38306
1.75000,1.75000,0.40000,0.60000,3.86644
1.75000,1.75000,0.40000,0.80000,4.17564
1.75000,1.75000,0.60000,0.00000,3.60097
1.75000,1.75000,0.60000,0.20000,4.17564
1.75000,1.75000,0.60000,0.40000,3.86644
1.75000,1.75000,0.60000,0.60000,3.38306
1.75000,1.75000,0.60000,0.80000,4.47551
1.75000,1.75000,0.80000,0.00000,3.99580
1.75000,1.75000,0.80000,0.20000,3.44621
1.75000,1.75000,0.80000,0.40000,4.28327
1.75000,1.75000,0.80000,0.60000,3.70806
1.75000,1.75000,0.80000,0.80000,4.29566
